か細い	弱い	3.36
きつい	甚だしい	1.92
きつい	悲しい	1.51
けばけばしい	どぎつい	3.64
さもしい	醜い	2.33
とろい	鈍い	4.31
やばい	危ない	4.11
暗い	湿っぽい	2.38
暗い	重苦しい	2.69
暗い	物悲しい	2.18
遠い	黄色い	0.57
汚い	醜い	3.36
可愛い	素晴らしい	1.84
可笑しい	物珍しい	1.75
可笑しい	面白い	3.72
怪しい	疑わしい	4.31
楽しい	面白い	4.05
危ない	険しい	3.33
嬉しい	麗しい	1.64
気高い	神々しい	3.09
宜しい	潔い	1.65
宜しい	良い	3.24
激しい	荒々しい	4.05
潔い	良い	2.14
堅苦しい	古めかしい	1.64
賢い	鋭い	2.51
好ましい	快い	3.28
好ましい	宜しい	2.73
好ましい	頼もしい	2.02
甲高い	黄色い	1.94
細い	薄い	2.1
弱い	脆い	3.45
重い	鬱陶しい	2.44
重苦しい	鬱陶しい	2.95
小さい	若い	1.92
心許ない	軽々しい	1.54
新しい	厚い	0.64
凄い	怖い	1.28
凄まじい	荒い	2.37
正しい	良い	3.95
脆い	呆気ない	2.17
素晴らしい	輝かしい	3.78
尊い	気高い	3.14
尊い	恐れ多い	2.67
太い	広い	1.97
珍しい	目新しい	3.55
痛い	遠い	0.54
痛い	苦しい	3.31
等しい	近い	2.73
煩い	騒々しい	2.94
煩い	騒がしい	3.28
卑しい	汚い	2.53
卑しい	浅ましい	3.13
悲しい	憂い	2.76
美しい	麗しい	4.21
怖い	恐ろしい	4.89
芳しい	香ばしい	2.83
忙しい	慌ただしい	4.04
無い	軽い	1.33
明るい	淡い	1.93
面白い	早い	0.71
目覚ましい	素晴らしい	2.87
優しい	温かい	2.73
優しい	柔らかい	2.7
優しい	軟らかい	2.25
勇ましい	雄々しい	4.02
幼い	若い	3.75
幼い	青臭い	3.26
冷たい	寒い	3.54
侘しい	寂しい	3.07
儚い	拙い	1.64
眩しい	輝かしい	3.46
ぶら下げる	垂らす	3.89
為さる	致す	2.31
移る	転ずる	3.47
引き下げる	落とす	2.81
引き締める	張る	2.08
栄える	賑わう	3.59
押さえる	込み上げる	1.2
押し寄せる	降り懸かる	2.16
押し上げる	突き抜ける	2.08
温める	掠める	1.12
下がる	減る	3.35
下がる	落ちる	3.32
下げる	落とす	3.02
下さる	倒れる	0.93
加える	足す	4.86
果てる	逝く	3.53
火照る	焦がす	1.75
課する	裁く	1.79
霞む	ぼやける	4.21
回す	繰る	1.85
回す	捻る	2.16
回る	捻る	1.78
改まる	翻す	1.85
改める	正す	4.34
改める	転ずる	2.16
外す	脱する	3.31
外す	略す	2.01
学ぶ	習う	4.58
掛かる	攻める	1.55
掛ける	成す	1.16
割る	欠く	2.59
割る	立ち入る	1.83
割れる	砕ける	3.98
刈る	研ぐ	1.82
緩む	薄れる	1.89
緩める	解す	2.2
間に合う	遊ぶ	0.67
含む	盛り込む	3.18
強まる	深まる	3.16
強める	高める	2.85
強める	深める	2.52
教える	育てる	3.03
曲がる	当たる	0.8
掘る	上る	0.72
形作る	画する	2.1
繋がる	進める	1.52
繋ぐ	告げる	1.04
結ぶ	分かる	1.0
研ぐ	磨く	4.04
見える	ぼやける	1.37
見る	試す	1.45
見る	切る	0.52
見合う	滲む	1.16
見比べる	調べる	2.76
減る	衰える	2.65
呼び掛ける	放る	0.99
交ぜる	掻き混ぜる	3.69
交わす	引き替える	1.69
交わす	切り替える	1.26
向ける	被せる	1.21
広がる	膨らむ	3.81
考える	研ぐ	1.5
考える	当て嵌める	1.62
合わす	整える	2.74
催す	覚える	1.08
砕く	嘲る	1.58
作る	織る	2.76
削ぐ	減らす	3.32
削る	限る	1.59
仕込む	育てる	2.24
仕上げる	済む	3.0
仕舞う	済ます	2.01
仕立てる	為さる	1.66
仕立てる	成る	2.55
支える	崩れ落ちる	0.95
死ぬ	逝く	5.28
持ち上がる	起きる	2.16
失せる	消える	4.29
失せる	無くなる	4.21
偲ぶ	覚える	1.33
捨てる	突き放す	2.33
煮る	茹でる	3.46
借りる	貸す	1.39
弱まる	静まる	2.42
弱る	減る	2.12
取り掛かる	始める	4.72
取り入れる	用いる	3.56
取り付ける	嵌める	1.55
取り戻す	誘う	0.86
取る	読む	1.11
受ける	頂く	3.02
受ける	得る	3.17
受け取る	差し出す	1.07
収まる	薄れる	1.21
従う	準ずる	3.09
縮める	詰まる	2.21
熟す	長ける	1.92
出す	引っ張る	2.23
出す	取る	1.73
出る	抜ける	3.03
出迎える	取り次ぐ	1.64
助ける	役立つ	2.48
傷付ける	損なう	2.93
