あやしい	疑わしい	7.8
あやしい	怪しい	9.6
うっとうしい	邪魔くさい	8.4
うっとうしい	面倒くさい	8.4
うっとうしい	わずらわしい	8.8
うとましい	うっとうしい	8.0
うとましい	煩わしい	7.6
うとましい	わずらわしい	8.2
うるさい	激しい	5.4
うれしい	いい	5.8
うれしい	良い	6.2
うれしい	素晴らしい	6.0
うれしい	嬉しい	9.8
うれしい	好ましい	6.0
おかしい	尋常ではない	6.8
おどろおどろしい	ものすごい	4.6
おどろおどろしい	恐ろしい	6.8
おどろおどろしい	すさまじい	5.2
かぐわしい	香ばしい	8.2
かぐわしい	芳しい	9.6
かなしい	悲しい	10.0
かなしい	寂しい	7.4
か弱い	細い	4.6
か弱い	弱い	8.4
か弱い	小さい	6.6
か細い	乏しい	6.0
か細い	弱々しい	8.2
か細い	か弱い	8.0
か細い	弱弱しい	8.0
か細い	弱い	7.4
か細い	小さい	6.6
か細い	細い	8.8
か細い	細かい	5.4
きつい	苦しい	7.2
きつい	厳しい	7.8
きつい	難しい	7.4
きつかった	つらかった	9.0
きつかった	厳しかった	8.0
きつかった	辛かった	9.0
くやしい	不甲斐ない	6.4
くやしい	情けない	7.0
けたたましい	凄い	4.8
けたたましい	すさまじい	7.0
けたたましい	やかましい	8.0
けたたましい	ものすごい	6.2
けたたましい	物凄い	6.4
けたたましい	うるさい	8.8
けたたましい	騒がしい	8.8
けたたましい	すごい	5.2
けたたましい	騒々しい	8.8
けたたましい	甲高い	6.8
けたたましい	激しい	7.4
さびしい	寂しい	10.0
しょぼい	あっけない	6.8
しんどい	難しい	5.4
しんどい	つらい	7.6
しんどい	苦しい	7.2
しんどい	辛い	8.0
しんどい	厳しい	5.8
しんどい	きつい	8.2
しんどかった	きつかった	9.0
しんどかった	厳しかった	7.6
しんどかった	辛かった	8.8
すがすがしい	輝かしい	4.0
すがすがしい	素晴らしい	5.4
すがすがしい	すばらしい	6.4
すがすがしい	神々しい	4.6
すがすがしい	華々しい	4.6
すごい	すばらしい	6.4
すごい	激しい	7.0
すごい	うるさい	5.0
すごかった	物凄かった	8.2
すごかった	激しかった	7.4
すごかった	早かった	5.0
すさまじい	すごい	6.8
すさまじい	すばらしい	3.8
すさまじい	甲高い	2.6
すさまじい	凄い	6.6
すさまじい	凄まじい	10.0
すさまじい	ひどい	6.2
すさまじい	恐ろしい	6.4
すさまじい	騒々しい	5.0
すさまじい	うるさい	5.6
すさまじい	激しい	7.6
すさまじい	騒がしい	6.0
すさまじい	強い	6.8
すさまじい	ものすごい	8.8
すさまじい	素晴らしい	4.8
すさまじかった	すごかった	8.8
すさまじかった	激しかった	8.0
すさまじかった	物凄かった	8.8
すさまじかった	凄まじかった	10.0
すさまじかった	早かった	3.4
すばらしい	よい	7.4
すばらしい	良い	7.2
たまらない	心地よい	5.4
つつましやか	小さな	5.0
つらい	きつい	8.2
つらい	厳しい	7.4
つらい	難しい	5.8
つらかった	辛かった	9.6
つらかった	厳しかった	8.2
つらかった	しんどかった	9.2
とげとげしかった	厳しかった	5.6
とてつもない	すさまじい	6.0
とてつもない	恐ろしい	5.0
とてつもない	ひどい	4.8
とてつもない	激しい	8.2
とてつもない	すごい	8.0
ない	無い	10.0
ひどい	恐ろしい	6.4
ひどい	凄い	7.0
ひどい	激しい	6.8
